Datetime,username,tweets
2021-06-04,Wintshweyeephy4,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/73G7t0v1d5
2021-06-04,AmalinaFauziM,"@maya_karin Mine got stay at home, niceeeee"
2021-06-04,ZtYeollie,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/uQl0FcE5Hn
2021-06-04,Yeonsoon5,Dear meleis pls do stay at home ðŸ˜Œ https://t.co/JM78vRIQ6J
2021-06-04,kay27821017,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/g7Sqkvgul6
2021-06-04,ThetZinMarWin2,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/GSpb01X9ab
2021-06-04,maymelin10,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/JYIpACvL3L
2021-06-04,ppearl28,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/zd1s6eioRL
2021-06-04,RobertoJone19,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/SaLmsRYTcf
2021-06-04,kotoe33860990,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/HBAv79wFPO
2021-06-04,Peach21299,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/KfwTSvtNNp
2021-06-04,PyaeHlyanHtun1,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/Oe1JsU1i6e
2021-06-04,EaintThinzar6,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/NMyM2WfJRI
2021-06-04,eriforbaekfeb11,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/v1f4PEm5br
2021-06-04,YePhoneKhaung1,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/mUMM3jUyvE
2021-06-04,jeffery_zwe,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/xpvgMTww3p
2021-06-04,sususansss,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/DLzLvuGBOn
2021-06-04,WeMustWinPP,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/AmxYgbSLmv
2021-06-04,Mon6Thiri,â€œWe completely &amp; firmly support NUGâ€ â€œStay at Home Nigth Strikeâ€ from #DagonMyothit North. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/UQRqrSs6Yt
2021-06-04,jeffery_zwe,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/vBtySCHQ4Z
2021-06-04,kotoe33860990,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/m7c8kHfZK5
2021-06-04,Sharescolini,Donâ€™t say your anak feel rimas or shit . JUST PROTECT THEM YOU IDIOTS . Stay home https://t.co/QkMm6TaqcY
2021-06-04,khin18567731,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/Oi0En2eoBK
2021-06-04,Tobeorn04898361,"@DrThanussha Lock up the owners of the companies in jail as to pay fine for them is just fine as they can make the money back when they force their staff to kerja, especially the manufacturing sectors. Stay home tak nak so let them stay in jail. This would be a better deterrent."
2021-06-04,kaungkg2001,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/fVCcsSYpiV
2021-06-04,ThaimtThaimt,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/wSVGL2nDdP
2021-06-04,japkausapa,rasa macam nk cari kerja lain. i tk rasa pkp sampai 14june je. i cant stand another 2 or 3 month to stay at home
2021-06-04,lalalalawonn,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/zsfmZ8fr1I
2021-06-04,xander69468251,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/vop0qdQyTV
2021-06-04,myatthu90279724,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/AxqPcN6LhZ
2021-06-04,moethinzar2188,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/W8pEM5707v
2021-06-04,ppearl28,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/jcrvI1IYpj
2021-06-04,cHtz197,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/mc8HH95T0e
2021-06-04,ko_mhoe,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/oqyUozlNo3
2021-06-04,thantkyar,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/IVeFVZgsOg
2021-06-04,vicc_kky,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/yV1j0bDSvD
2021-06-04,soul__inaeri,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/BeioS7vNPL
2021-06-04,NaiMinHtet7298,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/4PuiCEEgY4
2021-06-04,mrattphyo12,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/jT5CSCuEUM
2021-06-04,MiHtet20595,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/QyCe8L4je9
2021-06-04,TimothyLCW,Monday public hols means long weekend but guess what covid said SIKE stay at home bitch
2021-06-04,V6699IxH5G49Ilf,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/rWmFWgnY8P
2021-06-04,Theint20163359,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/0Jf9ATPxWO
2021-06-04,ThihaTun8890479,â€œStay at Home Nigth Strikeâ€ in #DagonMyothit_North.#June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/BlaaKinGPI
2021-06-04,ThiThin20,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/KmecL59K3M
2021-06-04,zayarh131,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/TlweANO3qi
2021-06-04,HanNaa95573973,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/WraDTvUbd1
2021-06-04,KhaingWuttYee9,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/K7aIddF4yr
2021-06-04,kopaing265,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/0M8ijHeqXW
2021-06-04,Ardam430,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/INriYa574Q
2021-06-04,PhooMya67035407,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/sY37nifHAP
2021-06-04,ShweSinTun99,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/SmtWoTLu1O
2021-06-04,PhyuSinn2,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/xcOmwjYDgp
2021-06-04,yourMay9,â€œStay at Home Nigth Strikeâ€ from #DagonMyothit_North â€œWe fully &amp; strongly support NUGâ€ #June4Coup #WhatsHappeningInMyanmar #OurGovernmentNUG #LessTalkMoreActionsASEAN #MilkTeaAlliance https://t.co/NKdDnZ6c5q
2021-06-04,drndraa,The stay home ad be like we LAVH u
2021-06-04,kay27821017,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/DE25CIWkcy
2021-06-04,htet_lc,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/3VB02eD57H
2021-06-04,yoeeyee,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/6tz76d1mlt
2021-06-04,ijanbehavepls,Aku dapat Stay at home ðŸ˜¤ https://t.co/6pBd3goiGD
2021-06-04,khinhninwai0,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/FEuP0k3UPc
2021-06-04,Akasyahmohamad1,Stay at home.. keluar jika perlu.. bana kamu kalau internet sebegini rupa.. suruh stay at home.. #jaringanprihatin #mcmc https://t.co/f8Oo4mS2d5
2021-06-04,KuroMirk,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/bXMASdvKEd
2021-06-04,mochishow__,"@ECrush0327 @ygofficialblink Hi, Thank you for the giveaway. I hope yr given a good health.Hoping to win^^ Stay at home and stay safe. https://t.co/ffBYchgNTm"
2021-06-04,MPPM20890883,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/kdz6KaoVaV
2021-06-04,sumnw_33,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/ygyqXA5T4U
2021-06-04,KhinOhnmarKyaw3,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/nQZQ0GKlFq
2021-06-04,Aeri_thida,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/eBsVYG5bKr
2021-06-04,nyanlinhtet777,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/D73MIJYup7
2021-06-04,TrendGrnd,Go Shopâ€™s Mid-Year Sale offers up to 60% discount for Malaysians to stay at home and shopÂ safely https://t.co/ujuPYjsd9g
2021-06-04,SanPaPaHtun1,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/xbRB3491Mm
2021-06-04,BoroiItu,U know what? Every frontliner wish to have WFH just like all of u.. atleast 3day per month is enough.. so please.. help us by stay at home ðŸ™ðŸ»
2021-06-04,justine_kyaw,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/GX0ZfGv6Hd
2021-06-04,justine_kyaw,"""Stay at home strike'' was staged by protesters in Yebyu Tsp against military dictatorship today.  #LessTalkMoreActionsASEAN #June3Coup #WhatsHappeningInMyanmar https://t.co/O3cond4FXy"
2021-06-04,ChawKalayarKya1,"Stay Home strike by the youths of Pekon , Shan State among the shoots!!! #June4Coup #WhatsHappeningInMyanmar https://t.co/3zDPFE3LOq"
2021-06-04,a60718330_aung,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/JNioBpKWmc
2021-06-04,MWS_84,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/NQceh2pUUM
2021-06-04,monicaptn17,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/ggv2Tm2zAL
2021-06-04,Hairyshahli,@syeerabaik Hm Kalau pandai kira memang stay at home jawapannya sirap
2021-06-04,Norli07408229,@adam93452 @NYR19943 @Mohadongu @rafiqqqihhh @hznizk @ColoLiam9 @IDF Nah!!!!!!  Israel force them to accept the terms if want to stay or will be expelled if they resist. How can ones leave the home which they have lives in forever!!!!
2021-06-04,ASIA_FRUIT,ASIAFRUIT CONGRESS is going online in 2021! A unique opportunity to network and discover fresh opportunities in Asia. Save the date for 28-29 September. Stay tuned for more updates here: https://t.co/Jeg4erEQiE #asiafruitlogistica2022 #asiafruitcongress #AFC2021 @afcongress https://t.co/EkWV0RYeFb
2021-06-04,ppearl28,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/Jt2IX68cUZ
2021-06-04,Arr_Paing57,"Stay Home strike by the youths of Pekon , Shan State among the shoots!!! #June4Coup #WhatsHappeningInMyanmar https://t.co/EEiOTpMlVq"
2021-06-04,Naingna60415417,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/zDvEZqSCVj
2021-06-04,annurrr__,"@fazel_co @Nurintashaa @pengapitttt Salam, hi dear! Done! Kita doakan semoga awak bertiga sentiasa diberi kesihatan yang lebih baik, dipermudahkan urusan dan dimurahkan rezeki amiin ðŸ¤²ðŸ»âœ¨ Keep safe, stay at home! Take care ladies! â¤ï¸"
2021-06-04,LimSiChing,"Stay home, stay safe?? Don't allow consumers to purchase alcohol drinks via delivery is plain stupid. We only need 1 store keeper to jaga the alcohol drink store."
2021-06-04,EaintThinzar6,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/IF1O7Khj1y
2021-06-04,aanqil,"Had talk with a friend. 3 months no salary due to lockdown, had to stay home. Company dont want to take the risk, staff had to bear the consequences. Tough time, worst than last year ðŸ˜¢"
2021-06-04,AmiraMarlisya,"@AhmadZafhry Maybe boleh dapat balik after event dah boleh pergi because lama sangat stay at home, covid but too late, i'm not gonna do it anymore ðŸ¥² hahahaha"
2021-06-04,puterinurfatinn,"Opah saudara saya baru saja meninggal dunia disebabkan COVID 19. Tlong sedekahkan al-fatihah. Korang, please stay home !!!! Covid is real !!"
2021-06-04,Yunn37638263,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/UAguXbSdXX
2021-06-04,EdenAutumnv,"@waizhai Take care, jz stay home as more as possible"
2021-06-04,ptriummaiiznshh,@tantannnnnnnnnn Hehehe okiessss!! Aku dah stay at home lama sangat dah battery kereta pun dah kong ðŸ¤£ðŸ¤£ðŸ¤£
2021-06-04,nrlazira,Two of my friends lost their dad today. One of them is my good friend and his father passed away due to covid-19. We shall spend a moment to recite Al- Fatihah for both of them. Take care everyone. Stay home if you can and stay safe.
2021-06-04,MyoMinH41016334,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/jf7fL8WKGe
2021-06-04,DeanSahaja,@aniahnks Semoga cepat la habis corona ni. Rindu keadaan yang normal. ApaÂ² pon just take care and stay safe Aina :)
2021-06-04,waizhai,"Although fmco has been implemented few days ago, yet more and more of my close family and friends are infected with COVID-19. Shall we just stay home and be good boys? I'm just pity the elderly and kids who stay home, but still get infected from those who go out. :(("
2021-06-04,elvisng8,@BernamaTV Agreed 10000%. Just stay at home and take care your cucu dr M
2021-06-04,KayshaHyemi,@SyafiTee Good! Stay home je..kat luar sgt bahaya skrg..sy yg keja hari2 ni pun rsa mcm nak duk rumah je takmau keluar gi keja..jumpa patient pun mcm nak taknak je ðŸ˜ª..scary doe ðŸ˜­
2021-06-04,baebynuggetz,...what happens when u stay at home for too long..u forget the basics
2021-06-04,Yoonoo611,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/ixSiosiLM7
2021-06-04,pejuanitamuda,"@Invisib85100194 @PejuangJiwa As a responsible citizens, we should also play our part in the community by staying at home &amp; stay healthy. With the loop holes in SOP, we are here to consistently exhorted #KerajaanGagal to be more proactive &amp; diligent to curb this pandemic from spreading."
2021-06-04,sarabaI_iu,@sarahnavids @nsftnblh @melurdarling My dad + abg positive &amp; home quarantine. Dia depends kt health condition. Yg ada high risk/warga emas stay pusat kuarantin (tmpt saya la)
2021-06-04,FarhanMokhali,@AinaaFakhira semua orang akan dapat stay at home lahhhh hahahahha
2021-06-04,KyawZayarHtet1,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/WYotTYl36i
2021-06-04,Shoon64292045,"Stay Home strike by the youths of Pekon , Shan State among the shoots!!! #June4Coup #WhatsHappeningInMyanmar https://t.co/Dfv981v7dl"
2021-06-04,mnt91_andreia,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/GQ41HT5Got
2021-06-04,PakhrinSuresh1,à¤˜à¤®à¤£à¥à¤¡ à¤•à¥‡ à¤•à¥à¤°à¤•à¥‹ à¤—à¤°à¥à¤¨à¥ à¤›à¤° à¤œà¤¬ à¤à¤•à¥à¤¦à¤¿à¤¨ à¤¸à¤¬à¥ˆà¤²à¥ˆ à¤œà¤¨à¥ à¤› à¤¯à¥‹ à¤¸à¤‚à¤¸à¤¾à¤° à¤›à¥‹à¤¡à¥‡à¤° à¤¸à¤¬à¥ˆ à¤œà¤¨ be safe corona stay home stay healthy https://t.co/eJH51J1xoP
2021-06-04,GODDESS72Ravi,"@RathvaS7 SunitaðŸŒ¿,Hare hare Mahadev ðŸš© Shivaya Namaha it's wonderful temple to visit specially at night time bring a ghee lights together turning a temple for few time also a silent temple place peaceful for mind these are the God wants from us but now is lock down season stay at the home"
2021-06-04,nrlhdx_s,"A stay at home mom is supposed to manage the house, take care of the kids and cook while having little to no help from her husband who works 12hr/day AND work on her personal growth all in the same 24hrs? That's a joke."
2021-06-04,zatot_amnishh,Hargai mereka yang dibelakang tabir.. Jaga diri... Please stay at home...ðŸ’• https://t.co/LJyng38zBl
2021-06-04,Cookiepopper1,@asheyyesha Your always welcome home and stay over
2021-06-04,candy_ag,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/q3IXy8AblY
2021-06-04,_maylesuandi95,Raya haji pun nampaknya kita kena stay at home. Sedihnya sampai bila nak macam ni? ðŸ˜­
2021-06-04,sid_dek,"you fall a second time, and even that did not encourage you to stay home, but rather, you went back on your way to MASJID. Because of that, Allah (s.w.t) forgave all the sins of the people of your household. I was afraid if I made you fall one more time, then Allah (s.w.t )will"
2021-06-04,HunHaqeem,"Hello everybody , stay at home tak tu ? ðŸ¤” https://t.co/gaR3erB1bd"
2021-06-04,ST_LifeTweets,Craft work and DIY projects to beat the stay-home blues https://t.co/eMxvEETVmO
2021-06-04,asiaonecom,Get tested and stay home: Guangzhou tries to stem Covid-19 outbreak https://t.co/Zcs56jkCJk https://t.co/orcZZOvGAS
2021-06-04,smwah3,"@malaysiakini As long you stay at home, you drink alcohol not not is does not matterm"
2021-06-04,syahmi1234,Daging segar tempatan delivery terus ke rumah! Tak payah pergi pasar! Nak order boleh DM @locaagro di IG/FB or WhatsApp +60122350846 sekarang ! You stay at home &amp; eat fresh meat ! https://t.co/G3Bztusj8h
2021-06-04,springsummer656,"@iloathebrexit @chrischirp I think those who are so scared to get COVID after vaccination can stay home themselves , you always have a choice not to go out and continue a lockdown life? No?"
2021-06-04,TheFinance_sg,Affordable Stay-at-Home Activities for Your Kids To Keep Them Occupied and Not Bother You https://t.co/ZTx83gYayX
2021-06-04,adlnazzm,"@pencerita Lepas tengok cara jenazah covid kena handle dari simpan, solat, tayammum sampai la kena tanam rasa sebak, terutama kepada yg uruskan beratus mayat sehari dengan Keluarga mangsa Tak dapat jumpa. Kita ni orang suruh stay at home pon banyak songeh"
2021-06-04,selangorfc,"Yes, we all may be sliding into the weekend. However, please stay home &amp; stay safe. #KitaAdalahSatu #85Years #CreatingALegacy #FridayFeelin' https://t.co/XJos9azv6Y"
2021-06-04,sikap2021,"Please stay at home, wear your masks and always sanitize or wash your hands. https://t.co/HIuCtSggXv"
2021-06-04,aliamirrazali,"Hey stupid, WHO does not recommend public sanitization. https://t.co/M9V077XbU0https://t.co/OVn4vH9MvA. Don't wanna listen? Then listen to YOUR PM's Special Advisor on Public Health. https://t.co/xJXplQdpc8. Stay as a PolSec. Let the specialist do their job. https://t.co/b8CQROnest"
2021-06-04,izat_ghazali,Nak jogging dkt luar bahaya kes meningkat walaupn dibenarkan tp risiko atas diri sendiri la kn. Stay at home je la... https://t.co/mQ2kM6R2Ba
2021-06-04,mahzanmahazir,"Btl2 stay at home ni, nak mentedarah pon pakai panda je, jimat tang laen tp pegi tang laen..alah same jeðŸ¤£"
2021-06-04,mdyphokyaw1988,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/z4cDsUq0iJ
2021-06-04,euhphd,wtf is wrong with my parents sia. i go out once in a while only. i work almost everyday my rest day i stay home what. ffs. go work got problem go out FOR A DAY ALSO PROBLEM KIMAK
2021-06-04,hairolhisham,Lamak dah sik merasa stay at home Sik pegi siney2. Like literally stay at home dudok umah. Hadap socmed. Watch netflix &amp; disney + from morning till evening. I miss human interaction
2021-06-04,YayasanMSU,Enjoy the weekend. Stay home and stay safe. @MSUmalaysia @MSUcollege @MohdShukriYajid https://t.co/BqvVYnBJ6O
2021-06-04,noelcalvn,"Baju ""stay at home"" tpi berlegar2 haha"
2021-06-04,suthetnway231,A stay-at-home strike by Pekon youngsters in Shan State. #LessTalkMoreActionsASEAN #June4Coup #WhatsHappeningInMyanmar https://t.co/KV1gqsamz6
